Scenario	Row	Bay	RouteNumber	ContainerType	ContainerSize	ContainerContentType
5b959461-9c83-4855-897e-341a9e92baf6	3	2	3	Refridgerated	FortyFoot	Corrosive
e2fa100e-895b-4e90-ac7c-353f32a3dba3	2	1	2	Dry	FortyFoot	Radioactive
e2fa100e-895b-4e90-ac7c-353f32a3dba3	3	1	2	Dry	TwentyFoot	Radioactive
e2fa100e-895b-4e90-ac7c-353f32a3dba3	2	2	2	Dry	FortyFoot	Radioactive
e2fa100e-895b-4e90-ac7c-353f32a3dba3	3	2	3	Dry	TwentyFoot	Radioactive
3972a9c7-7232-4fba-8cde-358ce00be333	2	1	2	Refridgerated	FortyFoot	Radioactive
3972a9c7-7232-4fba-8cde-358ce00be333	3	1	3	Dry	TwentyFoot	Corrosive
3972a9c7-7232-4fba-8cde-358ce00be333	2	2	2	Refridgerated	FortyFoot	Radioactive
3972a9c7-7232-4fba-8cde-358ce00be333	3	2	3	Refridgerated	TwentyFoot	Radioactive
9210ae0a-2917-4863-982b-360d75cedf44	2	1	2	Tank	FortyFoot	General
9210ae0a-2917-4863-982b-360d75cedf44	3	1	3	Dry	TwentyFoot	General
9210ae0a-2917-4863-982b-360d75cedf44	2	2	2	Tank	FortyFoot	General
9210ae0a-2917-4863-982b-360d75cedf44	3	2	2	Dry	TwentyFoot	Flammable
ab4d87ee-3e4d-4983-be21-3633f9b92163	2	1	2	Refridgerated	FortyFoot	Radioactive
ab4d87ee-3e4d-4983-be21-3633f9b92163	3	1	3	Refridgerated	TwentyFoot	Radioactive
ab4d87ee-3e4d-4983-be21-3633f9b92163	2	2	2	Refridgerated	FortyFoot	Radioactive
ab4d87ee-3e4d-4983-be21-3633f9b92163	3	2	2	Dry	TwentyFoot	Corrosive
df4888b1-5d1e-446c-9310-364c545bc99f	2	1	2	Dry	FortyFoot	Corrosive
df4888b1-5d1e-446c-9310-364c545bc99f	3	1	3	Dry	TwentyFoot	Radioactive
df4888b1-5d1e-446c-9310-364c545bc99f	2	2	2	Dry	FortyFoot	Corrosive
df4888b1-5d1e-446c-9310-364c545bc99f	3	2	3	Tank	TwentyFoot	Flammable
a16f62d1-cafa-42fc-b52a-3706ced6fd2a	2	1	1	Dry	FortyFoot	Corrosive
a16f62d1-cafa-42fc-b52a-3706ced6fd2a	3	1	2	Dry	TwentyFoot	Poison
a16f62d1-cafa-42fc-b52a-3706ced6fd2a	2	2	1	Dry	FortyFoot	Corrosive
a16f62d1-cafa-42fc-b52a-3706ced6fd2a	3	2	2	Dry	TwentyFoot	General
45f2bb81-4fbe-455f-8972-37f22c567b2f	2	1	2	Dry	TwentyFoot	Poison
45f2bb81-4fbe-455f-8972-37f22c567b2f	3	1	3	Dry	FortyFoot	Corrosive
45f2bb81-4fbe-455f-8972-37f22c567b2f	2	2	2	Dry	TwentyFoot	General
45f2bb81-4fbe-455f-8972-37f22c567b2f	3	2	3	Dry	FortyFoot	Corrosive
2c5a911d-2c04-4904-8e73-389d71f53860	2	1	2	Dry	FortyFoot	Flammable
2c5a911d-2c04-4904-8e73-389d71f53860	3	1	3	Dry	TwentyFoot	Radioactive
2c5a911d-2c04-4904-8e73-389d71f53860	2	2	2	Dry	FortyFoot	Flammable
2c5a911d-2c04-4904-8e73-389d71f53860	3	2	3	Dry	TwentyFoot	Corrosive
357af869-58a7-4158-bf08-38e52946fedb	2	1	3	Dry	FortyFoot	Flammable
357af869-58a7-4158-bf08-38e52946fedb	3	1	3	Dry	TwentyFoot	Radioactive
357af869-58a7-4158-bf08-38e52946fedb	2	2	3	Dry	FortyFoot	Flammable
357af869-58a7-4158-bf08-38e52946fedb	3	2	2	Tank	TwentyFoot	General
d6898ec0-a132-4d0d-aba5-391bce88e309	2	1	2	Refridgerated	FortyFoot	Corrosive
d6898ec0-a132-4d0d-aba5-391bce88e309	3	1	2	Tank	FortyFoot	Flammable
d6898ec0-a132-4d0d-aba5-391bce88e309	2	2	2	Refridgerated	FortyFoot	Corrosive
d6898ec0-a132-4d0d-aba5-391bce88e309	3	2	2	Tank	FortyFoot	Flammable
d6898ec0-a132-4d0d-aba5-391bce88e309	3	3	2	Refridgerated	TwentyFoot	Radioactive
e21569b2-81cf-4b30-9c1a-39ae60d7f43d	2	1	1	Dry	FortyFoot	Flammable
e21569b2-81cf-4b30-9c1a-39ae60d7f43d	3	1	1	Dry	TwentyFoot	Radioactive
e21569b2-81cf-4b30-9c1a-39ae60d7f43d	2	2	1	Dry	FortyFoot	Flammable
e21569b2-81cf-4b30-9c1a-39ae60d7f43d	3	2	1	Tank	TwentyFoot	General
2931a301-d787-4fa1-97ed-39d130cd6df9	2	1	2	Dry	TwentyFoot	Poison
2931a301-d787-4fa1-97ed-39d130cd6df9	3	1	2	Refridgerated	TwentyFoot	Radioactive
2931a301-d787-4fa1-97ed-39d130cd6df9	3	2	3	Refridgerated	FortyFoot	Empty
2931a301-d787-4fa1-97ed-39d130cd6df9	3	3	3	Refridgerated	FortyFoot	Empty
8ac3ff52-f5d8-40f4-9de3-39eb3d11c7b3	3	1	3	Dry	FortyFoot	Corrosive
8ac3ff52-f5d8-40f4-9de3-39eb3d11c7b3	3	2	3	Dry	FortyFoot	Corrosive
8ac3ff52-f5d8-40f4-9de3-39eb3d11c7b3	2	3	2	Tank	TwentyFoot	Empty
8ac3ff52-f5d8-40f4-9de3-39eb3d11c7b3	3	3	3	Refridgerated	TwentyFoot	Corrosive
f7efff76-f897-48d8-b4b0-3a43498a0234	2	1	1	Dry	FortyFoot	Corrosive
f7efff76-f897-48d8-b4b0-3a43498a0234	3	1	2	Dry	TwentyFoot	Poison
f7efff76-f897-48d8-b4b0-3a43498a0234	2	2	1	Dry	FortyFoot	Corrosive
f7efff76-f897-48d8-b4b0-3a43498a0234	3	2	2	Dry	TwentyFoot	General
c343372d-ce52-42e9-a05c-3a4aa675cd4d	2	1	2	Dry	FortyFoot	Radioactive
c343372d-ce52-42e9-a05c-3a4aa675cd4d	3	1	2	Dry	TwentyFoot	Radioactive
c343372d-ce52-42e9-a05c-3a4aa675cd4d	2	2	2	Dry	FortyFoot	Radioactive
c343372d-ce52-42e9-a05c-3a4aa675cd4d	3	2	3	Dry	TwentyFoot	Radioactive
31b694f4-3d97-40c4-9e99-3a7dc64778b4	2	1	3	Refridgerated	FortyFoot	General
31b694f4-3d97-40c4-9e99-3a7dc64778b4	3	1	2	Tank	TwentyFoot	Flammable
31b694f4-3d97-40c4-9e99-3a7dc64778b4	2	2	3	Refridgerated	FortyFoot	General
31b694f4-3d97-40c4-9e99-3a7dc64778b4	3	2	2	Tank	TwentyFoot	General
24fd343c-f7ab-4314-b796-3b2979a40d97	2	1	3	Refridgerated	FortyFoot	General
24fd343c-f7ab-4314-b796-3b2979a40d97	3	1	2	Tank	TwentyFoot	Flammable
24fd343c-f7ab-4314-b796-3b2979a40d97	2	2	3	Refridgerated	FortyFoot	General
24fd343c-f7ab-4314-b796-3b2979a40d97	3	2	2	Tank	TwentyFoot	General
0cd2da58-26f6-4f65-97ec-3b6ca2025cb6	2	1	2	Tank	FortyFoot	Flammable
0cd2da58-26f6-4f65-97ec-3b6ca2025cb6	3	1	2	Tank	TwentyFoot	Flammable
0cd2da58-26f6-4f65-97ec-3b6ca2025cb6	2	2	2	Tank	FortyFoot	Flammable
0cd2da58-26f6-4f65-97ec-3b6ca2025cb6	3	2	2	Refridgerated	TwentyFoot	Corrosive
217c8559-7caf-4980-8d37-3b6cc0849690	1	1	2	Refridgerated	FortyFoot	Empty
217c8559-7caf-4980-8d37-3b6cc0849690	2	1	2	Dry	FortyFoot	Radioactive
217c8559-7caf-4980-8d37-3b6cc0849690	3	1	3	Dry	FortyFoot	Flammable
217c8559-7caf-4980-8d37-3b6cc0849690	1	2	2	Refridgerated	FortyFoot	Empty
217c8559-7caf-4980-8d37-3b6cc0849690	2	2	2	Dry	FortyFoot	Radioactive
217c8559-7caf-4980-8d37-3b6cc0849690	3	2	3	Dry	FortyFoot	Flammable
612879b1-933b-42c7-8c25-3b91058f9845	2	1	2	Refridgerated	FortyFoot	Corrosive
612879b1-933b-42c7-8c25-3b91058f9845	3	1	3	Dry	FortyFoot	Corrosive
612879b1-933b-42c7-8c25-3b91058f9845	2	2	2	Refridgerated	FortyFoot	Corrosive
612879b1-933b-42c7-8c25-3b91058f9845	3	2	3	Dry	FortyFoot	Corrosive
612879b1-933b-42c7-8c25-3b91058f9845	3	3	3	Refridgerated	TwentyFoot	Poison
d3698434-1b3e-4466-ac27-3beece7e136b	2	1	3	Tank	FortyFoot	Empty
d3698434-1b3e-4466-ac27-3beece7e136b	3	1	2	Tank	TwentyFoot	Flammable
d3698434-1b3e-4466-ac27-3beece7e136b	2	2	3	Tank	FortyFoot	Empty
d3698434-1b3e-4466-ac27-3beece7e136b	3	2	3	Tank	TwentyFoot	General
fb99f48e-5c80-4e73-a37e-3bf6b176b1ed	3	1	3	Tank	FortyFoot	Flammable
fb99f48e-5c80-4e73-a37e-3bf6b176b1ed	3	2	3	Tank	FortyFoot	Flammable
fb99f48e-5c80-4e73-a37e-3bf6b176b1ed	2	3	2	Refridgerated	TwentyFoot	Corrosive
fb99f48e-5c80-4e73-a37e-3bf6b176b1ed	3	3	2	Tank	TwentyFoot	Flammable
df18123a-6b0c-4a28-8f43-3c0b4dcc0a93	3	1	3	Dry	FortyFoot	Corrosive
df18123a-6b0c-4a28-8f43-3c0b4dcc0a93	3	2	3	Dry	FortyFoot	Corrosive
df18123a-6b0c-4a28-8f43-3c0b4dcc0a93	2	3	2	Tank	TwentyFoot	Empty
df18123a-6b0c-4a28-8f43-3c0b4dcc0a93	3	3	3	Refridgerated	TwentyFoot	Corrosive
515caf19-2c38-4785-a2b9-3cddae77dd5f	2	1	2	Refridgerated	FortyFoot	Corrosive
515caf19-2c38-4785-a2b9-3cddae77dd5f	3	1	3	Dry	FortyFoot	Corrosive
515caf19-2c38-4785-a2b9-3cddae77dd5f	2	2	2	Refridgerated	FortyFoot	Corrosive
515caf19-2c38-4785-a2b9-3cddae77dd5f	3	2	3	Dry	FortyFoot	Corrosive
515caf19-2c38-4785-a2b9-3cddae77dd5f	3	3	3	Refridgerated	TwentyFoot	Poison
621ae467-456a-4b16-8df3-3dd5d6a79232	2	1	2	Dry	TwentyFoot	Poison
621ae467-456a-4b16-8df3-3dd5d6a79232	3	1	3	Dry	FortyFoot	Corrosive
621ae467-456a-4b16-8df3-3dd5d6a79232	2	2	2	Dry	TwentyFoot	General
621ae467-456a-4b16-8df3-3dd5d6a79232	3	2	3	Dry	FortyFoot	Corrosive
33dc4ba2-7ea1-462f-a2c2-3e11cdf12b6b	3	1	2	Refridgerated	FortyFoot	Empty
33dc4ba2-7ea1-462f-a2c2-3e11cdf12b6b	3	2	2	Refridgerated	FortyFoot	Empty
33dc4ba2-7ea1-462f-a2c2-3e11cdf12b6b	2	3	2	Dry	TwentyFoot	Corrosive
33dc4ba2-7ea1-462f-a2c2-3e11cdf12b6b	3	3	3	Dry	TwentyFoot	General
4eb50cc5-a5e3-4bfa-9029-3e19b2aa1f91	1	1	2	Refridgerated	FortyFoot	Empty
4eb50cc5-a5e3-4bfa-9029-3e19b2aa1f91	2	1	2	Dry	FortyFoot	Radioactive
4eb50cc5-a5e3-4bfa-9029-3e19b2aa1f91	3	1	3	Dry	FortyFoot	Flammable
4eb50cc5-a5e3-4bfa-9029-3e19b2aa1f91	1	2	2	Refridgerated	FortyFoot	Empty
4eb50cc5-a5e3-4bfa-9029-3e19b2aa1f91	2	2	2	Dry	FortyFoot	Radioactive
4eb50cc5-a5e3-4bfa-9029-3e19b2aa1f91	3	2	3	Dry	FortyFoot	Flammable
5fb29575-9b31-4b91-8cb9-3ec65585a3c7	1	1	2	Refridgerated	FortyFoot	Empty
5fb29575-9b31-4b91-8cb9-3ec65585a3c7	2	1	2	Dry	FortyFoot	Radioactive
5fb29575-9b31-4b91-8cb9-3ec65585a3c7	3	1	3	Dry	FortyFoot	Flammable
5fb29575-9b31-4b91-8cb9-3ec65585a3c7	1	2	2	Refridgerated	FortyFoot	Empty
5fb29575-9b31-4b91-8cb9-3ec65585a3c7	2	2	2	Dry	FortyFoot	Radioactive
5fb29575-9b31-4b91-8cb9-3ec65585a3c7	3	2	3	Dry	FortyFoot	Flammable
35847129-52aa-41ff-9d9b-3edef3bf398f	1	1	2	Refridgerated	FortyFoot	General
35847129-52aa-41ff-9d9b-3edef3bf398f	2	1	3	Refridgerated	FortyFoot	Poison
35847129-52aa-41ff-9d9b-3edef3bf398f	3	1	3	Tank	FortyFoot	Flammable
35847129-52aa-41ff-9d9b-3edef3bf398f	1	2	2	Refridgerated	FortyFoot	General
35847129-52aa-41ff-9d9b-3edef3bf398f	2	2	3	Refridgerated	FortyFoot	Poison
35847129-52aa-41ff-9d9b-3edef3bf398f	3	2	3	Tank	FortyFoot	Flammable
e75e1134-fd82-4df1-be2b-3f28c08f7182	2	1	2	Dry	FortyFoot	Corrosive
e75e1134-fd82-4df1-be2b-3f28c08f7182	3	1	3	Tank	TwentyFoot	Flammable
e75e1134-fd82-4df1-be2b-3f28c08f7182	2	2	2	Dry	FortyFoot	Corrosive
e75e1134-fd82-4df1-be2b-3f28c08f7182	3	2	2	Dry	TwentyFoot	Radioactive
a1770ccc-7447-4b31-880e-3f30e45aee94	2	1	3	Dry	FortyFoot	General
a1770ccc-7447-4b31-880e-3f30e45aee94	3	1	3	Dry	FortyFoot	Flammable
a1770ccc-7447-4b31-880e-3f30e45aee94	2	2	3	Dry	FortyFoot	General
a1770ccc-7447-4b31-880e-3f30e45aee94	3	2	3	Dry	FortyFoot	Flammable
a1770ccc-7447-4b31-880e-3f30e45aee94	3	3	2	Dry	TwentyFoot	Empty
64675c3c-c6d4-475f-ac27-3f401d24f2ae	3	1	2	Refridgerated	FortyFoot	Empty
64675c3c-c6d4-475f-ac27-3f401d24f2ae	3	2	2	Refridgerated	FortyFoot	Empty
64675c3c-c6d4-475f-ac27-3f401d24f2ae	2	3	2	Dry	TwentyFoot	Corrosive
64675c3c-c6d4-475f-ac27-3f401d24f2ae	3	3	3	Dry	TwentyFoot	General
21d9f257-7d94-4667-b659-3f50e32b6b1f	1	1	2	Refridgerated	FortyFoot	Empty
21d9f257-7d94-4667-b659-3f50e32b6b1f	2	1	2	Dry	FortyFoot	Radioactive
21d9f257-7d94-4667-b659-3f50e32b6b1f	3	1	3	Dry	FortyFoot	Flammable
21d9f257-7d94-4667-b659-3f50e32b6b1f	1	2	2	Refridgerated	FortyFoot	Empty
21d9f257-7d94-4667-b659-3f50e32b6b1f	2	2	2	Dry	FortyFoot	Radioactive
21d9f257-7d94-4667-b659-3f50e32b6b1f	3	2	3	Dry	FortyFoot	Flammable
e13c9dba-20b6-448a-ad21-3fca376d1496	2	1	2	Refridgerated	FortyFoot	Empty
e13c9dba-20b6-448a-ad21-3fca376d1496	3	1	2	Dry	FortyFoot	Corrosive
e13c9dba-20b6-448a-ad21-3fca376d1496	2	2	2	Refridgerated	FortyFoot	Empty
e13c9dba-20b6-448a-ad21-3fca376d1496	3	2	2	Dry	FortyFoot	Corrosive
e13c9dba-20b6-448a-ad21-3fca376d1496	3	3	2	Dry	TwentyFoot	Corrosive
32379d21-9b5c-4447-95e1-404a9d089378	2	1	3	Tank	FortyFoot	Empty
32379d21-9b5c-4447-95e1-404a9d089378	3	1	2	Tank	TwentyFoot	Flammable
32379d21-9b5c-4447-95e1-404a9d089378	2	2	3	Tank	FortyFoot	Empty
32379d21-9b5c-4447-95e1-404a9d089378	3	2	3	Tank	TwentyFoot	General
bf365b37-893c-49fe-a922-40963b02fa29	2	1	2	Tank	FortyFoot	Flammable
bf365b37-893c-49fe-a922-40963b02fa29	3	1	2	Tank	TwentyFoot	Flammable
bf365b37-893c-49fe-a922-40963b02fa29	2	2	2	Tank	FortyFoot	Flammable
bf365b37-893c-49fe-a922-40963b02fa29	3	2	2	Tank	TwentyFoot	Flammable
06dbb7af-e9ea-463e-ae1c-40dd3a58d92e	2	1	2	Tank	TwentyFoot	General
06dbb7af-e9ea-463e-ae1c-40dd3a58d92e	3	1	2	Dry	TwentyFoot	Radioactive
06dbb7af-e9ea-463e-ae1c-40dd3a58d92e	3	2	3	Dry	FortyFoot	Flammable
06dbb7af-e9ea-463e-ae1c-40dd3a58d92e	3	3	3	Dry	FortyFoot	Flammable
73441058-a5e6-4611-b0ca-40e8221db444	2	1	2	Dry	FortyFoot	Radioactive
73441058-a5e6-4611-b0ca-40e8221db444	3	1	2	Dry	TwentyFoot	Radioactive
73441058-a5e6-4611-b0ca-40e8221db444	2	2	2	Dry	FortyFoot	Radioactive
73441058-a5e6-4611-b0ca-40e8221db444	3	2	3	Dry	TwentyFoot	Radioactive
cb4d05e4-d3bc-40ce-886d-418dc0cf3144	1	1	2	Refridgerated	FortyFoot	General
cb4d05e4-d3bc-40ce-886d-418dc0cf3144	2	1	3	Refridgerated	FortyFoot	Poison
cb4d05e4-d3bc-40ce-886d-418dc0cf3144	3	1	3	Tank	FortyFoot	Flammable
cb4d05e4-d3bc-40ce-886d-418dc0cf3144	1	2	2	Refridgerated	FortyFoot	General
cb4d05e4-d3bc-40ce-886d-418dc0cf3144	2	2	3	Refridgerated	FortyFoot	Poison
cb4d05e4-d3bc-40ce-886d-418dc0cf3144	3	2	3	Tank	FortyFoot	Flammable
a7b5704c-4785-43c8-bd47-41c073449c39	1	1	2	Refridgerated	FortyFoot	Empty
a7b5704c-4785-43c8-bd47-41c073449c39	2	1	2	Dry	FortyFoot	Flammable
a7b5704c-4785-43c8-bd47-41c073449c39	3	1	2	Dry	FortyFoot	Radioactive
a7b5704c-4785-43c8-bd47-41c073449c39	1	2	2	Refridgerated	FortyFoot	Empty
a7b5704c-4785-43c8-bd47-41c073449c39	2	2	2	Dry	FortyFoot	Flammable
a7b5704c-4785-43c8-bd47-41c073449c39	3	2	2	Dry	FortyFoot	Radioactive
c2fe7842-0952-4040-98aa-41e78fed770b	2	1	2	Dry	FortyFoot	Corrosive
c2fe7842-0952-4040-98aa-41e78fed770b	3	1	3	Dry	TwentyFoot	Radioactive
c2fe7842-0952-4040-98aa-41e78fed770b	2	2	2	Dry	FortyFoot	Corrosive
c2fe7842-0952-4040-98aa-41e78fed770b	3	2	3	Tank	TwentyFoot	Flammable
57a45ba3-5fc0-493d-9ae0-429786c30811	1	1	2	Refridgerated	FortyFoot	Empty
57a45ba3-5fc0-493d-9ae0-429786c30811	2	1	2	Dry	FortyFoot	Radioactive
57a45ba3-5fc0-493d-9ae0-429786c30811	3	1	3	Dry	FortyFoot	Flammable
57a45ba3-5fc0-493d-9ae0-429786c30811	1	2	2	Refridgerated	FortyFoot	Empty
57a45ba3-5fc0-493d-9ae0-429786c30811	2	2	2	Dry	FortyFoot	Radioactive
57a45ba3-5fc0-493d-9ae0-429786c30811	3	2	3	Dry	FortyFoot	Flammable
d0833c9b-e0d8-45c4-9628-42a3a237b9a4	2	1	3	Dry	FortyFoot	Empty
d0833c9b-e0d8-45c4-9628-42a3a237b9a4	3	1	3	Tank	FortyFoot	Empty
d0833c9b-e0d8-45c4-9628-42a3a237b9a4	2	2	3	Dry	FortyFoot	Empty
d0833c9b-e0d8-45c4-9628-42a3a237b9a4	3	2	3	Tank	FortyFoot	Empty
d0833c9b-e0d8-45c4-9628-42a3a237b9a4	3	3	2	Dry	TwentyFoot	General
8ad34a35-a3b8-40a0-80b2-42c33edce233	3	1	2	Refridgerated	FortyFoot	Empty
8ad34a35-a3b8-40a0-80b2-42c33edce233	3	2	2	Refridgerated	FortyFoot	Empty
8ad34a35-a3b8-40a0-80b2-42c33edce233	2	3	2	Dry	TwentyFoot	Corrosive
8ad34a35-a3b8-40a0-80b2-42c33edce233	3	3	3	Dry	TwentyFoot	General
0e867510-6883-4dcc-823b-4371bf8f040a	2	1	2	Tank	FortyFoot	General
0e867510-6883-4dcc-823b-4371bf8f040a	3	1	3	Dry	TwentyFoot	General
0e867510-6883-4dcc-823b-4371bf8f040a	2	2	2	Tank	FortyFoot	General
0e867510-6883-4dcc-823b-4371bf8f040a	3	2	2	Dry	TwentyFoot	Flammable
bb3a79cd-d452-4a01-9213-43a120da1fb0	2	1	2	Dry	TwentyFoot	Empty
bb3a79cd-d452-4a01-9213-43a120da1fb0	3	1	3	Tank	FortyFoot	General
bb3a79cd-d452-4a01-9213-43a120da1fb0	2	2	2	Dry	TwentyFoot	Flammable
bb3a79cd-d452-4a01-9213-43a120da1fb0	3	2	3	Tank	FortyFoot	General
c03c7e39-c752-429b-95d9-4426fc330cbc	2	1	1	Dry	FortyFoot	Flammable
c03c7e39-c752-429b-95d9-4426fc330cbc	3	1	1	Dry	TwentyFoot	Radioactive
c03c7e39-c752-429b-95d9-4426fc330cbc	2	2	1	Dry	FortyFoot	Flammable
c03c7e39-c752-429b-95d9-4426fc330cbc	3	2	1	Tank	TwentyFoot	General
1b6c11a0-8590-45b2-84d9-4503bf27518f	2	1	2	Tank	FortyFoot	Flammable
1b6c11a0-8590-45b2-84d9-4503bf27518f	3	1	2	Tank	TwentyFoot	Flammable
1b6c11a0-8590-45b2-84d9-4503bf27518f	2	2	2	Tank	FortyFoot	Flammable
1b6c11a0-8590-45b2-84d9-4503bf27518f	3	2	2	Refridgerated	TwentyFoot	Corrosive
0a25d103-dad4-4a8b-b7c6-454a701c8410	2	1	3	Dry	FortyFoot	Flammable
0a25d103-dad4-4a8b-b7c6-454a701c8410	3	1	3	Dry	TwentyFoot	Radioactive
0a25d103-dad4-4a8b-b7c6-454a701c8410	2	2	3	Dry	FortyFoot	Flammable
0a25d103-dad4-4a8b-b7c6-454a701c8410	3	2	2	Tank	TwentyFoot	General
e21d895d-73c2-4863-bae7-455757dd7b2a	2	1	2	Dry	FortyFoot	Flammable
e21d895d-73c2-4863-bae7-455757dd7b2a	3	1	3	Dry	TwentyFoot	Radioactive
e21d895d-73c2-4863-bae7-455757dd7b2a	2	2	2	Dry	FortyFoot	Flammable
e21d895d-73c2-4863-bae7-455757dd7b2a	3	2	3	Dry	TwentyFoot	Corrosive
8aa6c072-7cc8-44d6-8ae4-45b10e82c709	2	1	2	Dry	FortyFoot	Flammable
8aa6c072-7cc8-44d6-8ae4-45b10e82c709	3	1	3	Dry	TwentyFoot	Radioactive
8aa6c072-7cc8-44d6-8ae4-45b10e82c709	2	2	2	Dry	FortyFoot	Flammable
8aa6c072-7cc8-44d6-8ae4-45b10e82c709	3	2	3	Dry	TwentyFoot	Corrosive
df0a23d9-af39-4b47-8fa6-45d86f430a98	2	1	1	Dry	FortyFoot	Radioactive
df0a23d9-af39-4b47-8fa6-45d86f430a98	3	1	2	Dry	TwentyFoot	Poison
df0a23d9-af39-4b47-8fa6-45d86f430a98	2	2	1	Dry	FortyFoot	Radioactive
df0a23d9-af39-4b47-8fa6-45d86f430a98	3	2	3	Refridgerated	TwentyFoot	Empty
52068f59-9d8d-4702-9f45-4620f94295bc	2	1	2	Tank	FortyFoot	General
52068f59-9d8d-4702-9f45-4620f94295bc	3	1	3	Dry	TwentyFoot	General
52068f59-9d8d-4702-9f45-4620f94295bc	2	2	2	Tank	FortyFoot	General
52068f59-9d8d-4702-9f45-4620f94295bc	3	2	2	Dry	TwentyFoot	Flammable
d37c4ed5-99b9-4f4e-8cdc-466e15fb4bd0	2	1	1	Dry	FortyFoot	Flammable
d37c4ed5-99b9-4f4e-8cdc-466e15fb4bd0	3	1	1	Dry	TwentyFoot	Radioactive
d37c4ed5-99b9-4f4e-8cdc-466e15fb4bd0	2	2	1	Dry	FortyFoot	Flammable
d37c4ed5-99b9-4f4e-8cdc-466e15fb4bd0	3	2	1	Tank	TwentyFoot	General
afb21ecd-5ea4-4ae6-9805-469d1f5840b3	3	1	2	Dry	FortyFoot	Corrosive
afb21ecd-5ea4-4ae6-9805-469d1f5840b3	3	2	2	Dry	FortyFoot	Corrosive
afb21ecd-5ea4-4ae6-9805-469d1f5840b3	2	3	2	Refridgerated	TwentyFoot	General
afb21ecd-5ea4-4ae6-9805-469d1f5840b3	3	3	3	Dry	TwentyFoot	Radioactive
13221fb7-e279-4ed3-9ec5-46f0fe0e221d	3	1	3	Dry	FortyFoot	Corrosive
13221fb7-e279-4ed3-9ec5-46f0fe0e221d	3	2	3	Dry	FortyFoot	Corrosive
13221fb7-e279-4ed3-9ec5-46f0fe0e221d	2	3	2	Tank	TwentyFoot	Empty
13221fb7-e279-4ed3-9ec5-46f0fe0e221d	3	3	3	Refridgerated	TwentyFoot	Corrosive
df461024-4ef4-4c7a-8a19-46f34f5033be	3	1	2	Dry	FortyFoot	Flammable
df461024-4ef4-4c7a-8a19-46f34f5033be	3	2	2	Dry	FortyFoot	Flammable
df461024-4ef4-4c7a-8a19-46f34f5033be	2	3	2	Dry	TwentyFoot	Corrosive
df461024-4ef4-4c7a-8a19-46f34f5033be	3	3	3	Dry	TwentyFoot	Radioactive
40734ef7-af1f-4c8e-88bc-4768268ba22e	2	1	3	Dry	FortyFoot	Flammable
40734ef7-af1f-4c8e-88bc-4768268ba22e	3	1	3	Dry	TwentyFoot	Radioactive
40734ef7-af1f-4c8e-88bc-4768268ba22e	2	2	3	Dry	FortyFoot	Flammable
40734ef7-af1f-4c8e-88bc-4768268ba22e	3	2	2	Tank	TwentyFoot	General
6526021b-216c-47e2-b54e-47b7bee39ea3	2	1	1	Dry	FortyFoot	Flammable
6526021b-216c-47e2-b54e-47b7bee39ea3	3	1	1	Dry	TwentyFoot	Radioactive
6526021b-216c-47e2-b54e-47b7bee39ea3	2	2	1	Dry	FortyFoot	Flammable
6526021b-216c-47e2-b54e-47b7bee39ea3	3	2	1	Tank	TwentyFoot	General
c71ce3c2-09da-4da1-88e9-47ebd4c5ac15	3	1	3	Tank	FortyFoot	Flammable
c71ce3c2-09da-4da1-88e9-47ebd4c5ac15	3	2	3	Tank	FortyFoot	Flammable
c71ce3c2-09da-4da1-88e9-47ebd4c5ac15	2	3	2	Refridgerated	TwentyFoot	Corrosive
c71ce3c2-09da-4da1-88e9-47ebd4c5ac15	3	3	2	Tank	TwentyFoot	Flammable
328bbb34-1d21-4be0-8fb7-4803c0c8eb7a	2	1	2	Dry	TwentyFoot	Poison
328bbb34-1d21-4be0-8fb7-4803c0c8eb7a	3	1	2	Refridgerated	TwentyFoot	Radioactive
328bbb34-1d21-4be0-8fb7-4803c0c8eb7a	3	2	3	Refridgerated	FortyFoot	Empty
328bbb34-1d21-4be0-8fb7-4803c0c8eb7a	3	3	3	Refridgerated	FortyFoot	Empty
07d3059d-edcc-40b5-9b32-489b1bd0eb21	2	1	2	Refridgerated	FortyFoot	Empty
07d3059d-edcc-40b5-9b32-489b1bd0eb21	3	1	2	Dry	FortyFoot	Corrosive
07d3059d-edcc-40b5-9b32-489b1bd0eb21	2	2	2	Refridgerated	FortyFoot	Empty
07d3059d-edcc-40b5-9b32-489b1bd0eb21	3	2	2	Dry	FortyFoot	Corrosive
07d3059d-edcc-40b5-9b32-489b1bd0eb21	3	3	2	Dry	TwentyFoot	Corrosive
bf3fbad3-c243-4d7f-bd4f-489dcc3ff300	2	1	1	Dry	FortyFoot	Flammable
bf3fbad3-c243-4d7f-bd4f-489dcc3ff300	3	1	1	Dry	TwentyFoot	Radioactive
bf3fbad3-c243-4d7f-bd4f-489dcc3ff300	2	2	1	Dry	FortyFoot	Flammable
bf3fbad3-c243-4d7f-bd4f-489dcc3ff300	3	2	1	Tank	TwentyFoot	General
73848e27-99f2-410d-8e0c-48b6e78dcaef	2	1	2	Dry	FortyFoot	Radioactive
73848e27-99f2-410d-8e0c-48b6e78dcaef	3	1	2	Refridgerated	TwentyFoot	Empty
73848e27-99f2-410d-8e0c-48b6e78dcaef	2	2	2	Dry	FortyFoot	Radioactive
